"ΝΟΜΑΡΧΙΑ","ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ","ΔΗΜΟΣ (Καλλικράτειος)","ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ","ΔΗΜΟΤΙΚΟ ΔΙΑΜΕΡΙΣΜΑ","ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ","ΣΥΝΟΙΚΙΣΜΟΣ","ΠΛΗΘΟΣ ΕΚΛΟΓΕΩΝ"
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΑΣ,ΜΑΣΤΟΡΟΧΩΡΙΩΝ,,ΠΥΡΣΟΓΙΑΝΝΗ,,482
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΑΣ,ΜΑΣΤΟΡΟΧΩΡΙΩΝ,,ΧΙΟΝΙΑΔΕΣ,,150
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΑΣ,ΦΟΥΡΚΑΣ,,ΦΟΥΡΚΑΣ,,307
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΜΕΤΣΟΒΟΥ,ΕΓΝΑΤΙΑΣ,,ΜΕΓΑΛΗΣ ΓΟΤΙΣΤΑΣ,,510
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΜΕΤΣΟΒΟΥ,ΕΓΝΑΤΙΑΣ,,ΜΕΓΑΛΟΥ ΠΕΡΙΣΤΕΡΙΟΥ,,"1,379"
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΜΕΤΣΟΒΟΥ,ΕΓΝΑΤΙΑΣ,,ΜΙΚΡΗΣ ΓΟΤΙΣΤΑΣ,,448
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΜΕΤΣΟΒΟΥ,ΕΓΝΑΤΙΑΣ,,ΜΙΚΡΟΥ ΠΕΡΙΣΤΕΡΙΟΥ,,638
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΜΕΤΣΟΒΟΥ,ΕΓΝΑΤΙΑΣ,,ΣΙΤΣΑΙΝΩΝ,,293
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΜΕΤΣΟΒΟΥ,ΕΓΝΑΤΙΑΣ,,ΧΡΥΣΟΒΙΤΣΑΣ,,"1,412"
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΜΕΤΣΟΒΟΥ,ΜΕΤΣΟΒΟΥ,,ΑΝΘΟΧΩΡΙΟΥ,,472
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΜΕΤΣΟΒΟΥ,ΜΕΤΣΟΒΟΥ,,ΑΝΗΛΙΟΥ,,828
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΜΕΤΣΟΒΟΥ,ΜΕΤΣΟΒΟΥ,,ΒΟΤΟΝΟΣΙΟΥ,,325
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΜΕΤΣΟΒΟΥ,ΜΕΤΣΟΒΟΥ,,ΜΕΤΣΟΒΟΥ,,"3,176"
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΜΕΤΣΟΒΟΥ,ΜΗΛΕΑΣ,,ΜΗΛΕΑΣ,,929
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΚΑΛΑΜΑ,,ΑΡΕΤΗΣ,,185
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΚΑΛΑΜΑ,,ΒΡΟΝΤΙΣΜΕΝΗΣ,,213
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΚΑΛΑΜΑ,,ΙΕΡΟΜΝΗΜΗΣ,,239
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΚΑΛΑΜΑ,,ΚΑΤΑΡΡΑΚΤΗ,,129
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΚΑΛΑΜΑ,,ΚΟΥΚΛΙΩΝ,,774
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΚΑΛΑΜΑ,,ΜΑΖΑΡΑΚΙΟΥ,,361
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΚΑΛΑΜΑ,,ΜΑΥΡΟΝΟΡΟΥΣ,,149
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΚΑΛΑΜΑ,,ΠΑΡΑΚΑΛΑΜΟΥ,,"1,173"
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΚΑΛΑΜΑ,,ΡΕΠΕΤΙΣΤΑΣ,,225
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΚΑΛΑΜΑ,,ΡΙΑΧΟΒΟΥ,,191
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΚΑΛΑΜΑ,,ΣΙΤΑΡΙΑΣ,,332
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΠΩΓΩΝΙΟΥ,,ΑΓΙΟΥ ΚΟΣΜΑ,,110
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΠΩΓΩΝΙΟΥ,,ΒΑΣΙΛΙΚΟΥ,,767
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΠΩΓΩΝΙΟΥ,,ΚΑΚΟΛΑΚΚΟΥ,,72
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΠΩΓΩΝΙΟΥ,,ΚΑΤΩ ΜΕΡΟΠΗΣ,,418
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΠΩΓΩΝΙΟΥ,,ΚΕΦΑΛΟΒΡΥΣΟΥ,,"2,277"
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΠΩΓΩΝΙΟΥ,,ΜΕΡΟΠΗΣ,,185
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΠΩΓΩΝΙΟΥ,,ΠΑΛΑΙΟΠΥΡΓΟΥ,,263
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΠΩΓΩΝΙΟΥ,,ΡΟΥΨΙΑΣ,,110
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΑΝΩ ΠΩΓΩΝΙΟΥ,,ΩΡΑΙΟΚΑΣΤΡΟΥ,,201
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΑΓΙΑΣ ΜΑΡΙΝΑΣ,,318
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΑΡΓΥΡΟΧΩΡΙΟΥ,,140
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΒΗΣΣΑΝΗΣ,,864
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΔΕΛΒΙΝΑΚΙΟΥ,,"1,075"
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΚΑΣΤΑΝIANΗΣ,,280
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΚΕΡΑΣΟΒΟΥ,,149
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΚΡΥΟΝΕΡΙΟΥ,,209
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΚΤΙΣΜΑΤΩΝ,,525
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΛΙΜΝΗΣ,,268
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΜΑΥΡΟΠΟΥΛΟΥ,,435
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΟΡΕΙΝΟΥ ΞΗΡΟΒΑΛΤΟΥ,,186
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΠΕΡΙΣΤΕΡΙΟΥ,,258
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΠΟΝΤΙΚΑΤΩΝ,,152
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΣΤΡΑΤΙΝΙΣΤΑΣ,,141
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΤΕΡΙΑΧΙΟΥ,,150
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΦΑΡΑΓΓΙΟΥ,,76
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΔΕΛΒΙΝΑΚΙΟΥ,,ΧΑΡΑΥΓΗΣ,,410
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΚΑΛΠΑΚΙΟΥ,,ΑΝΩ ΡΑΒΕΝΙΩΝ,,381
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΚΑΛΠΑΚΙΟΥ,,ΓΕΡΟΠΛΑΤΑΝΟΥ,,317
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΚΑΛΠΑΚΙΟΥ,,ΔΟΛΙΑΝΩΝ,,929
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΚΑΛΠΑΚΙΟΥ,,ΚΑΛΠΑΚΙΟΥ,,611
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΚΑΛΠΑΚΙΟΥ,,ΚΑΤΩ ΡΑΒΕΝΙΩΝ,,215
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΚΑΛΠΑΚΙΟΥ,,ΜΑΥΡΟΒΟΥΝΙΟΥ,,62
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΚΑΛΠΑΚΙΟΥ,,ΝΕΓΡΑΔΩΝ,,233
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΚΑΛΠΑΚΙΟΥ,,ΧΡΥΣΟΡΡΑΧΗΣ,,390
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΛΑΒΔΑΝΗΣ,,ΔΗΜΟΚΟΡΙΟΥ,,111
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΛΑΒΔΑΝΗΣ,,ΛΑΒΔΑΝΗΣ,,146
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΠΩΓΩΝΙΑΝΗΣ,,ΔΟΛΟΥ,,112
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΠΩΓΩΝΙΑΝΗΣ,,ΔΡΥΜΑΔΩΝ,,124
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΠΩΓΩΝΙΑΝΗΣ,,ΠΩΓΩΝΙΑΝΗΣ,,376
ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,ΠΩΓΩΝΙΑΝΗΣ,,ΣΤΑΥΡΟΣΚΙΑΔΙΟΥ,,80
ΚΑΒΑΛΑΣ,ΘΑΣΟΥ,ΘΑΣΟΥ,ΘΑΣΟΥ,,ΘΑΣΟΥ/ΛΙΜΕΝΑΣ,,"2,682"
ΚΑΒΑΛΑΣ,ΘΑΣΟΥ,ΘΑΣΟΥ,ΘΑΣΟΥ,,ΘΕΟΛΟΓΟΥ,,"1,657"
ΚΑΒΑΛΑΣ,ΘΑΣΟΥ,ΘΑΣΟΥ,ΘΑΣΟΥ,,ΘΕΟΛΟΓΟΥ,ΠΟΤΟΥ,637
ΚΑΒΑΛΑΣ,ΘΑΣΟΥ,ΘΑΣΟΥ,ΘΑΣΟΥ,,ΚΑΛΛΙΡΑΧΗΣ,,"1,285"
ΚΑΒΑΛΑΣ,ΘΑΣΟΥ,ΘΑΣΟΥ,ΘΑΣΟΥ,,ΛΙΜΕΝΑΡΙΩΝ,,"2,294"
ΚΑΒΑΛΑΣ,ΘΑΣΟΥ,ΘΑΣΟΥ,ΘΑΣΟΥ,,ΜΑΡΙΩΝ,,344
ΚΑΒΑΛΑΣ,ΘΑΣΟΥ,ΘΑΣΟΥ,ΘΑΣΟΥ,,ΜΑΡΙΩΝ,ΣΚΑΛΑ,448
ΚΑΒΑΛΑΣ,ΘΑΣΟΥ,ΘΑΣΟΥ,ΘΑΣΟΥ,,ΠΑΝΑΓΙΑΣ,,951
ΚΑΒΑΛΑΣ,ΘΑΣΟΥ,ΘΑΣΟΥ,ΘΑΣΟΥ,,ΠΟΤΑΜΙΑΣ,,"1,188"
ΚΑΒΑΛΑΣ,ΘΑΣΟΥ,ΘΑΣΟΥ,ΘΑΣΟΥ,,ΠΡΙΝΟΥ,,"1,313"
ΚΑΒΑΛΑΣ,ΘΑΣΟΥ,ΘΑΣΟΥ,ΘΑΣΟΥ,,ΡΑΧΩΝΙΟΥ,,801
ΚΑΒΑΛΑΣ,ΘΑΣΟΥ,ΘΑΣΟΥ,ΘΑΣΟΥ,,ΣΩΤΗΡΟΣ,,466
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,,Α' ΔΙΑΜΕΡΙΣΜΑ,,"4,570"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,,Β' ΔΙΑΜΕΡΙΣΜΑ,,"5,519"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,,Γ' ΔΙΑΜΕΡΙΣΜΑ,,"5,011"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,,Δ' ΔΙΑΜΕΡΙΣΜΑ,,"6,573"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,,Ε' ΔΙΑΜΕΡΙΣΜΑ,,"6,362"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,,ΣΤ'ΔΙΑΜΕΡΙΣΜΑ,,"10,726"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,,Ζ' ΔΙΑΜΕΡΙΣΜΑ,,"9,154"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,,Ζ' ΔΙΑΜΕΡΙΣΜΑ,ΠΑΛΗΟ,"1,115"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,,Η' ΔΙΑΜ/ΝΕΑ ΚΑΡΒΑΛΗ,,"2,258"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,,Θ' ΔΙΑΜ/ΧΑΛΚΕΡΟ,,441
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΦΙΛΙΠΠΩΝ,,ΚΡΗΝΙΔΩΝ,,"4,549"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΦΙΛΙΠΠΩΝ,,ΑΜΥΓΔΑΛΕΩΝΑ,,"1,986"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΦΙΛΙΠΠΩΝ,,ΖΥΓΟΥ,,"2,767"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΦΙΛΙΠΠΩΝ,,ΚΟΡΥΦΩΝ,,150
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΦΙΛΙΠΠΩΝ,,ΚΡΥΟΝΕΡΙΟΥ,,961
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΦΙΛΙΠΠΩΝ,,ΛΙΜΝΙΩΝ,,512
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΦΙΛΙΠΠΩΝ,,ΛΥΔΙΑΣ,,"1,082"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΦΙΛΙΠΠΩΝ,,ΠΑΛΑΙΑΣ ΚΑΒΑΛΑΣ,,247
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΦΙΛΙΠΠΩΝ,,ΠΟΛΥΣΤΥΛΟΥ,,566
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΦΙΛΙΠΠΩΝ,,ΠΟΛΥΣΤΥΛΟΥ,ΔΑΤΟΥ,495
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΦΙΛΙΠΠΩΝ,,ΠΟΛΥΝΕΡΟΥ,,195
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΦΙΛΙΠΠΩΝ,,ΦΙΛΙΠΠΩΝ,,"1,583"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΚΕΡΑΜΩΤΗΣ,,ΑΓΙΑΣΜΑΤΟΣ,,"1,187"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΚΕΡΑΜΩΤΗΣ,,ΝΕΑΣ ΚΑΡΥΑΣ,,"1,843"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΚΕΡΑΜΩΤΗΣ,,ΚΕΡΑΜΩΤΗΣ,,"2,236"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΚΕΡΑΜΩΤΗΣ,,ΠΗΓΩΝ,,998
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΟΡΕΙΝΟΥ,,ΛΕΚΑΝΗ,,"1,396"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΟΡΕΙΝΟΥ,,ΑΓΙΟΣ ΚΟΣΜΑΣ,,192
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΟΡΕΙΝΟΥ,,ΔΙΠΟΤΑΜΟΣ,,341
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΟΡΕΙΝΟΥ,,ΔΥΣΒΑΤΟ,,174
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΟΡΕΙΝΟΥ,,ΕΛΑΦΟΧΩΡΙ,,229
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΟΡΕΙΝΟΥ,,ΚΕΧΡΟΚΑΜΠΟΣ,,833
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΟΡΕΙΝΟΥ,,ΜΑΚΡΥΧΩΡΙ,,536
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΟΡΕΙΝΟΥ,,ΠΛΑΤΑΜΩΝΑΣ,,300
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΧΡΥΣΟΥΠΟΛΗΣ,,ΧΡΥΣΟΥΠΟΛΕΩΣ,,"7,112"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΧΡΥΣΟΥΠΟΛΗΣ,,ΑΒΡΑΜΗΛΙΑΣ,,207
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΧΡΥΣΟΥΠΟΛΗΣ,,ΓΕΡΟΝΤΑ,,760
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΧΡΥΣΟΥΠΟΛΗΣ,,ΓΡΑΒΟΥΝΑΣ,,892
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΧΡΥΣΟΥΠΟΛΗΣ,,ΔΙΑΛΕΚΤΟΥ,,422
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΧΡΥΣΟΥΠΟΛΗΣ,,ΕΡΑΤΕΙΝΟΥ,,808
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΧΡΥΣΟΥΠΟΛΗΣ,,ΖΑΡΚΑΔΙΑΣ,,957
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΧΡΥΣΟΥΠΟΛΗΣ,,ΝΕΟΥ ΞΕΡΙΑ,,758
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΧΡΥΣΟΥΠΟΛΗΣ,,ΠΑΡΑΔΕΙΣΟΥ,,393
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΧΡΥΣΟΥΠΟΛΗΣ,,ΠΕΡΝΗΣ,,"1,225"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΧΡΥΣΟΥΠΟΛΗΣ,,ΠΕΤΡΟΠΗΓΗΣ,,782
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΧΡΥΣΟΥΠΟΛΗΣ,,ΠΟΝΤΟΛΙΒΑΔΟΥ,,713
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΝΕΣΤΟΥ,ΧΡΥΣΟΥΠΟΛΗΣ,,ΧΡΥΣΟΧΩΡΙΟΥ,,"1,790"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΠΑΓΓΑΙΟΥ,ΕΛΕΥΘΕΡΟΥΠΟΛΗΣ,,ΕΛΕΥΘΕΡΟΥΠΟΛΗΣ,,"5,830"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΠΑΓΓΑΙΟΥ,ΕΛΕΥΘΕΡΟΥΠΟΛΗΣ,,ΑΜΙΣΙΑΝΩΝ,,"1,148"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΠΑΓΓΑΙΟΥ,ΕΛΕΥΘΕΡΟΥΠΟΛΗΣ,,ΑΝΤΙΦΙΛΙΠΠΩΝ,,"1,185"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΠΑΓΓΑΙΟΥ,ΕΛΕΥΘΕΡΟΥΠΟΛΗΣ,,ΚΗΠΙΩΝ,,627
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΠΑΓΓΑΙΟΥ,ΕΛΕΥΘΕΡΟΥΠΟΛΗΣ,,ΚΟΚΚΙΝΟΧΩΜΑΤΟΣ,,"1,893"
ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,ΠΑΓΓΑΙΟΥ,ΕΛΕΥΘΕΡΟΥΠΟΛΗΣ,,ΧΡΥΣΟΚΑΣΤΡΟΥ,,536
